event_id,ts,customer_id,service_id,surface,model_id,provider,environment,region,token_type,tokens,requests,cost_usd,latency_ms,attribution_status
evt_mp9uygao_238555,2026-05-17T14:16:00Z,C_00027,svc_trajectory_runner,backend_service,m_llama3_70b,meta,prod,us-west,input,591098,99,0.354659,1474,attributed
evt_mp9hdrpc_150148,2026-05-17T07:56:00Z,C_00034,svc_sourcing,user_token,m_claude_opus,anthropic,prod,us-west,cache_read,7277619,1213,10.916428,1480,attributed
evt_mp9cpaw0_915328,2026-05-17T05:45:00Z,,,unknown,m_gpt5_mini,openai,prod,apac,output,15104071,10069,30.208142,1520,unknown
evt_mp9oqoqo_539369,2026-05-17T11:22:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-east,input,21059268,3510,63.177804,1895,unknown
evt_mp9kx31c_143890,2026-05-17T09:35:00Z,C_00017,svc_web_app,web_app,m_claude_haiku,anthropic,prod,apac,output,317944,212,1.271776,1534,attributed
evt_mp9pb9hc_485208,2026-05-17T11:38:00Z,C_00028,svc_headshot,backend_service,m_gpt4o,openai,prod,eu,input,5174140,862,12.93535,1167,attributed
evt_mpa1zso0_769382,2026-05-17T17:33:00Z,C_00027,svc_headshot,backend_service,m_gpt4o,openai,prod,us-west,output,549808,367,5.49808,812,attributed
evt_mpa7huao_892852,2026-05-17T20:07:00Z,C_00015,svc_voice,user_token,m_llama3_70b,meta,prod,apac,input,5015065,836,3.009039,1476,attributed
evt_mpa4uodc_543459,2026-05-17T18:53:00Z,C_00034,svc_trajectory_runner,backend_service,m_llama3_70b,meta,prod,us-west,input,6686081,1114,4.011649,632,attributed
evt_mp9l7deo_716672,2026-05-17T09:43:00Z,,,unknown,m_claude_sonnet,anthropic,prod,eu,input,9646466,1608,28.939398,,unknown
evt_mpa37iqo_218696,2026-05-17T18:07:00Z,,,unknown,m_gpt5_mini,openai,staging,us-west,input,2093739,349,1.04687,1509,unknown
evt_mp9ykc80_736801,2026-05-17T15:57:00Z,C_00018,svc_annotation_api,backend_service,m_gpt5_mini,openai,prod,us-east,cache_read,1168351,195,0.058418,526,attributed
evt_mp93782o_340187,2026-05-17T01:19:00Z,C_00020,svc_trajectory_runner,backend_service,m_claude_opus,anthropic,prod,us-east,input,18248211,3041,273.723165,1205,attributed
evt_mpa5j400_987505,2026-05-17T19:12:00Z,C_00008,svc_web_app,web_app,m_gpt5_mini,openai,staging,apac,output,374032,249,0.748064,771,attributed
evt_mp9r9zs0_484416,2026-05-17T12:33:00Z,C_00035,svc_search,backend_service,m_claude_haiku,anthropic,staging,us-east,output,2196263,1464,8.785052,601,attributed
evt_mpa67jmo_359757,2026-05-17T19:31:00Z,C_00040,svc_trajectory_runner,backend_service,m_llama3_70b,meta,prod,us-west,input,4951926,825,2.971156,1894,attributed
evt_mp9fo1hc_327015,2026-05-17T07:08:00Z,C_00021,svc_sourcing,backend_service,m_gpt5_mini,openai,prod,apac,output,468456,312,0.936912,2115,attributed
evt_mp9nb8w0_895846,2026-05-17T10:42:00Z,C_00035,svc_search,backend_service,m_claude_sonnet,anthropic,staging,us-east,input,6604904,1101,19.814712,927,attributed
evt_mp9dx0yo_236928,2026-05-17T06:19:00Z,C_00010,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,staging,us-west,output,263882,176,3.95823,947,attributed
evt_mp91wxeo_711051,2026-05-17T00:43:00Z,C_00001,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,apac,output,3227313,2152,48.409695,,attributed
evt_mpaf16tc_412589,2026-05-17T23:38:00Z,C_00012,svc_web_app,web_app,m_claude_sonnet,anthropic,staging,us-west,cache_read,4742365,790,1.42271,1075,attributed
evt_mp9cx0o0_367390,2026-05-17T05:51:00Z,C_00018,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,apac,input,3171889,529,9.515667,10383,attributed
evt_mp9bo0ao_592862,2026-05-17T05:16:00Z,C_00017,svc_batch_grader,batch_job,m_gpt5_mini,openai,prod,apac,cache_write,988105,165,0.592863,2162,attributed
evt_mp9utb40_178752,2026-05-17T14:12:00Z,C_00027,svc_web_app,web_app,m_gpt5_mini,openai,prod,us-west,output,2839876,1893,5.679752,923,attributed
evt_mp93nxxc_146199,2026-05-17T01:32:00Z,C_00023,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,us-west,input,2830857,472,2.264686,471,attributed
evt_mp94vo00_176340,2026-05-17T02:06:00Z,C_00004,svc_voice,backend_service,m_claude_sonnet,anthropic,prod,eu,output,655687,437,9.835305,1647,attributed
evt_mp9rx540_116449,2026-05-17T12:51:00Z,C_00036,svc_web_app,web_app,m_claude_sonnet,anthropic,staging,eu,input,3063245,511,9.189735,755,attributed
evt_mp9brv6o_376453,2026-05-17T05:19:00Z,C_00018,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,us-east,cache_read,8679537,1447,2.603861,1109,attributed
evt_mp993eyo_869988,2026-05-17T04:04:00Z,C_00003,svc_web_app,web_app,m_claude_haiku,anthropic,staging,eu,output,382550,255,1.5302,490,attributed
evt_mp9ho22o_740407,2026-05-17T08:04:00Z,C_00014,svc_trajectory_runner,backend_service,m_claude_opus,anthropic,prod,eu,input,6571465,1095,98.571975,2485,attributed
evt_mp95voao_643674,2026-05-17T02:34:00Z,C_00034,svc_maven_agent,backend_service,m_gpt4o,openai,staging,us-west,output,2424553,1616,24.24553,2448,attributed
evt_mpabe0lc_279408,2026-05-17T21:56:00Z,C_00021,svc_maven_agent,user_token,m_gemini_flash,google,staging,apac,input,1742343,290,0.522703,1640,attributed
evt_mp9vqqtc_643405,2026-05-17T14:38:00Z,C_00001,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,apac,output,614131,409,9.211965,1020,attributed
evt_mp9jb7pc_408807,2026-05-17T08:50:00Z,C_00035,svc_web_app,web_app,m_claude_haiku,anthropic,prod,us-east,cache_write,2183485,364,2.183485,1146,attributed
evt_mpa67jmo_956364,2026-05-17T19:31:00Z,C_00004,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,eu,output,2664726,1776,39.97089,858,attributed
evt_mp9fhm00_446166,2026-05-17T07:03:00Z,,,unknown,m_claude_sonnet,anthropic,staging,eu,cache_write,5144376,857,19.29141,330,unknown
evt_mp9d0vk0_582678,2026-05-17T05:54:00Z,C_00035,svc_annotation_api,user_token,m_gpt5_mini,openai,prod,us-east,input,1449134,242,0.724567,938,attributed
evt_mp90wx40_737883,2026-05-17T00:15:00Z,,,unknown,m_claude_sonnet,anthropic,prod,apac,output,3015740,2010,45.2361,,unknown
evt_mp9et6dc_680802,2026-05-17T06:44:00Z,,,unknown,m_gpt4o,openai,prod,apac,input,3802015,634,9.505038,1822,unknown
evt_mpaepm5c_993351,2026-05-17T23:29:00Z,C_00014,svc_trajectory_runner,backend_service,m_gemini_pro,google,prod,eu,output,3642698,2428,38.248329,2134,attributed
evt_mp983eo0_558466,2026-05-17T03:36:00Z,C_00026,svc_voice,backend_service,m_gpt5,openai,dev,us-west,cache_write,3655728,609,45.6966,712,attributed
evt_mp9liy2o_429370,2026-05-17T09:52:00Z,C_00028,svc_batch_grader,batch_job,m_llama3_70b,meta,prod,eu,output,953740,636,0.667618,9904,attributed
evt_mp9yumlc_892727,2026-05-17T16:05:00Z,C_00011,svc_playground,web_app,m_claude_sonnet,anthropic,prod,us-east,input,3779888,630,11.339664,558,attributed
evt_mp9jixhc_798869,2026-05-17T08:56:00Z,C_00027,svc_trajectory_runner,web_app,m_gpt5_mini,openai,prod,us-west,output,726276,484,1.452552,284,attributed
evt_mp9dgb40_692524,2026-05-17T06:06:00Z,C_00027,svc_trajectory_runner,user_token,m_gemini_pro,google,prod,us-west,output,793738,529,8.334249,1028,partial
evt_mp9j8n40_668358,2026-05-17T08:48:00Z,C_00023,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,us-west,cache_read,13866569,2311,4.159971,720,attributed
evt_mpa7pk2o_958795,2026-05-17T20:13:00Z,C_00017,svc_headshot,backend_service,m_claude_haiku,anthropic,prod,apac,output,1098113,732,4.392452,5535,attributed
evt_mpadzw80_500007,2026-05-17T23:09:00Z,,,unknown,m_claude_haiku,anthropic,staging,eu,output,1161646,774,4.646584,771,unknown
evt_mp9ldsw0_333707,2026-05-17T09:48:00Z,,,unknown,m_gpt4o,openai,staging,us-west,input,1655244,276,4.13811,871,unknown
evt_mpa12cyo_750756,2026-05-17T17:07:00Z,C_00032,svc_playground,web_app,m_claude_opus,anthropic,prod,eu,output,373850,249,28.03875,594,attributed
evt_mp9drvs0_350459,2026-05-17T06:15:00Z,C_00012,svc_playground,web_app,m_claude_haiku,anthropic,prod,us-west,cache_write,656472,109,0.656472,535,attributed
evt_mp9b3fk0_665071,2026-05-17T05:00:00Z,C_00021,svc_batch_grader,batch_job,m_gpt4o,openai,prod,apac,cache_read,1576815,263,1.971019,4690,partial
evt_mp9ot9c0_690345,2026-05-17T11:24:00Z,C_00004,svc_batch_grader,batch_job,m_gpt5_mini,openai,prod,eu,input,4878523,813,2.439262,,attributed
evt_mpa3bdmo_440115,2026-05-17T18:10:00Z,C_00018,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,apac,output,1067882,712,16.01823,1021,attributed
evt_mp9civeo_780784,2026-05-17T05:40:00Z,C_00008,svc_search,backend_service,m_claude_sonnet,anthropic,prod,apac,input,4230468,705,12.691404,537,attributed
evt_mpa6j4ao_818406,2026-05-17T19:40:00Z,C_00034,svc_ingest,backend_service,m_gemini_flash,google,prod,us-west,input,2584236,431,0.775271,1156,attributed
evt_mp9v10w0_632310,2026-05-17T14:18:00Z,C_00028,svc_ingest,web_app,m_gpt5_mini,openai,prod,us-east,cache_read,3690256,615,0.184513,1571,attributed
evt_mpa6beio_324488,2026-05-17T19:34:00Z,C_00005,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,us-west,cache_read,67529663,11255,20.258899,2297,attributed
evt_mp9us0tc_534554,2026-05-17T14:11:00Z,C_00005,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,us-west,cache_read,9751976,1625,12.18997,245,attributed
evt_mpa5tedc_640042,2026-05-17T19:20:00Z,C_00032,svc_web_app,web_app,m_claude_sonnet,anthropic,staging,us-east,input,3152724,525,9.458172,676,attributed
evt_mp92ld1c_536223,2026-05-17T01:02:00Z,C_00021,svc_playground,web_app,m_gemini_flash,google,prod,apac,output,158947,106,0.190736,851,attributed
evt_mpa8mzs0_565254,2026-05-17T20:39:00Z,C_00017,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,apac,output,671509,448,10.072635,2159,attributed
evt_mp9rckdc_488226,2026-05-17T12:35:00Z,,,unknown,m_gemini_pro,google,prod,eu,input,19804448,3301,69.315568,,unknown
evt_mp96b3uo_101924,2026-05-17T02:46:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-west,input,7572785,1262,22.718355,702,unknown
evt_mp9xlm80_426565,2026-05-17T15:30:00Z,C_00032,svc_eval_orchestrator,batch_job,m_claude_haiku,anthropic,prod,us-east,input,5289117,882,4.231294,2428,attributed
evt_mp9ahkio_194259,2026-05-17T04:43:00Z,C_00022,svc_eval_orchestrator,batch_job,m_claude_sonnet,anthropic,prod,us-west,input,8484943,1414,25.454829,,attributed
evt_mp9ocjhc_922940,2026-05-17T11:11:00Z,C_00005,svc_search,backend_service,m_claude_sonnet,anthropic,prod,us-west,output,483492,322,7.25238,794,attributed
evt_mp92t2tc_678135,2026-05-17T01:08:00Z,C_00007,svc_search,backend_service,m_claude_haiku,anthropic,prod,apac,cache_read,1960201,327,0.156816,1230,attributed
evt_mp92y800_612729,2026-05-17T01:12:00Z,,,unknown,m_gpt5_mini,openai,prod,us-east,output,1019715,680,2.03943,764,unknown
evt_mp9guh9c_226955,2026-05-17T07:41:00Z,C_00034,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,us-west,input,3981523,664,11.944569,896,attributed
evt_mpa6qu2o_577737,2026-05-17T19:46:00Z,C_00040,svc_ingest,backend_service,m_claude_opus,anthropic,prod,us-west,input,1730940,288,25.9641,519,attributed
evt_mp97motc_855224,2026-05-17T03:23:00Z,C_00005,svc_web_app,web_app,m_gpt5_mini,openai,prod,us-west,cache_read,4140455,690,0.207023,354,attributed
evt_mpaecr6o_763116,2026-05-17T23:19:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-east,cache_read,2007710,335,0.602313,,unknown
evt_mpa6145c_757261,2026-05-17T19:26:00Z,C_00031,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,us-west,output,984071,656,14.761065,354,attributed
evt_mpa88uio_143934,2026-05-17T20:28:00Z,C_00037,svc_annotation_api,user_token,m_claude_haiku,anthropic,prod,us-east,output,1934685,1290,7.73874,575,attributed
evt_mp9vllmo_795110,2026-05-17T14:34:00Z,C_00024,svc_web_app,web_app,m_claude_haiku,anthropic,prod,us-west,output,260454,174,1.041816,440,attributed
evt_mp93dnk0_820516,2026-05-17T01:24:00Z,C_00008,svc_sourcing,backend_service,m_claude_opus,anthropic,staging,apac,input,57615155,9603,864.227325,555,attributed
evt_mp924n6o_423816,2026-05-17T00:49:00Z,C_00024,svc_annotation_api,web_app,m_claude_sonnet,anthropic,staging,us-west,cache_write,4270885,712,16.015819,880,attributed
evt_mpafs71c_208631,2026-05-17T23:59:00Z,C_00035,svc_batch_grader,batch_job,m_gpt4o,openai,staging,apac,cache_read,7775523,1296,9.719404,2189,attributed
evt_mp9t7fs0_544094,2026-05-17T13:27:00Z,C_00023,svc_batch_grader,batch_job,m_gemini_flash,google,dev,us-west,input,5866294,978,1.759888,3358,attributed
evt_mpacylmo_460917,2026-05-17T22:40:00Z,,,unknown,m_gemini_pro,google,prod,eu,input,10568406,1761,36.989421,501,unknown
evt_mp9nujc0_872562,2026-05-17T10:57:00Z,C_00015,svc_annotation_api,backend_service,m_gpt5_mini,openai,prod,apac,cache_write,3756878,626,2.254127,461,attributed
evt_mp924n6o_648818,2026-05-17T00:49:00Z,C_00017,svc_web_app,web_app,m_gpt4o,openai,staging,apac,input,2350838,392,5.877095,484,attributed
evt_mp93k31c_863068,2026-05-17T01:29:00Z,,,unknown,m_gemini_pro,google,staging,apac,cache_read,7061282,1177,2.471449,,unknown
evt_mpa1kd40_361065,2026-05-17T17:21:00Z,C_00024,svc_voice,backend_service,m_claude_haiku,anthropic,prod,us-west,input,5203087,867,4.16247,754,attributed
evt_mp95k3mo_600305,2026-05-17T02:25:00Z,C_00020,svc_trajectory_runner,backend_service,m_gemini_flash,google,prod,us-east,input,6674998,1112,2.002499,872,attributed
evt_mpadobk0_641815,2026-05-17T23:00:00Z,C_00017,svc_playground,web_app,m_gemini_flash,google,prod,apac,output,4631082,3087,5.557298,389,attributed
evt_mp9muj1c_690870,2026-05-17T10:29:00Z,,,unknown,m_gemini_flash,google,prod,eu,input,4024226,671,1.207268,,unknown
evt_mp995zk0_197995,2026-05-17T04:06:00Z,,,unknown,m_claude_opus,anthropic,prod,eu,input,10050113,1675,150.751695,358,unknown
evt_mp9j7ctc_302558,2026-05-17T08:47:00Z,C_00021,svc_annotation_api,backend_service,m_gpt4o,openai,staging,eu,cache_read,2716807,453,3.396009,414,attributed
evt_mpa3f8io_273310,2026-05-17T18:13:00Z,C_00028,svc_web_app,web_app,m_gpt4o,openai,prod,eu,output,507991,339,5.07991,1492,attributed
evt_mp9nb8w0_714222,2026-05-17T10:42:00Z,C_00028,svc_annotation_api,backend_service,m_gpt5_mini,openai,dev,us-east,output,925232,617,1.850464,935,attributed
evt_mp9kixs0_601114,2026-05-17T09:24:00Z,,,unknown,m_gemini_pro,google,prod,us-east,input,4318948,720,15.116318,431,unknown
evt_mpadw1c0_833659,2026-05-17T23:06:00Z,C_00014,svc_voice,backend_service,m_claude_sonnet,anthropic,prod,eu,output,529073,353,7.936095,130,attributed
evt_mpa3piw0_755019,2026-05-17T18:21:00Z,C_00023,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,apac,cache_read,1428573,238,0.428572,637,attributed
evt_mpawoh6o_859562,2026-05-18T07:52:00Z,C_00031,svc_playground,web_app,m_gemini_pro,google,prod,apac,cache_read,1764360,294,0.617526,1018,attributed
evt_mpb2sduo_401999,2026-05-18T10:43:00Z,C_00008,svc_annotation_api,backend_service,m_gpt5_mini,openai,prod,apac,output,283864,189,0.567728,676,attributed
evt_mpaztn9c_986336,2026-05-18T09:20:00Z,C_00017,svc_maven_agent,user_token,m_claude_haiku,anthropic,prod,apac,output,1209979,807,4.839916,974,attributed
evt_mpbtoqyo_543004,2026-05-18T23:16:00Z,C_00017,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,apac,output,801176,534,24.03528,752,attributed
evt_mpbqkv6o_669707,2026-05-18T21:49:00Z,C_00030,svc_web_app,web_app,m_gemini_pro,google,prod,apac,input,3331691,555,11.660919,1679,attributed
evt_mpbbtqtc_293762,2026-05-18T14:56:00Z,C_00008,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,apac,cache_read,2650691,442,3.976037,482,attributed
evt_mpb3se5c_980258,2026-05-18T11:11:00Z,,,unknown,m_claude_sonnet,anthropic,dev,us-east,output,1446977,965,21.704655,415,unknown
evt_mpaha7hc_915583,2026-05-18T00:41:00Z,C_00031,svc_batch_grader,batch_job,m_gpt5,openai,prod,us-east,cache_write,6763720,1127,84.5465,7361,attributed
evt_mpar002o_606641,2026-05-18T05:13:00Z,C_00034,svc_web_app,web_app,m_claude_opus,anthropic,staging,us-west,input,4486977,748,67.304655,1221,attributed
evt_mpaje2yo_210664,2026-05-18T01:40:00Z,,,unknown,m_claude_opus,anthropic,staging,apac,cache_read,5590985,932,8.386478,886,unknown
evt_mpbktthc_481999,2026-05-18T19:08:00Z,C_00029,svc_web_app,web_app,m_gpt4o,openai,prod,eu,cache_write,1039347,173,3.118041,589,attributed
evt_mpajn31c_467740,2026-05-18T01:47:00Z,C_00036,svc_web_app,web_app,m_gpt5_mini,openai,prod,eu,output,3692790,2462,7.38558,412,attributed
evt_mpbcywao_894308,2026-05-18T15:28:00Z,C_00024,svc_trajectory_runner,backend_service,m_claude_opus,anthropic,prod,us-west,output,1026743,684,77.005725,349,attributed
evt_mpbstvuo_895875,2026-05-18T22:52:00Z,C_00007,svc_web_app,web_app,m_claude_haiku,anthropic,prod,apac,input,5125350,854,4.10028,316,attributed
evt_mpap3udc_708879,2026-05-18T04:20:00Z,C_00012,svc_annotation_api,backend_service,m_claude_haiku,anthropic,prod,us-west,input,7223315,1204,5.778652,953,attributed
evt_mpauoglc_903938,2026-05-18T06:56:00Z,C_00029,svc_sourcing,backend_service,m_gemini_pro,google,prod,us-east,cache_read,3595718,599,1.258501,2289,attributed
evt_mpaxuwyo_918062,2026-05-18T08:25:00Z,C_00008,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,apac,output,2085867,1391,31.288005,1048,attributed
evt_mpbn5eqo_933938,2026-05-18T20:13:00Z,C_00034,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,us-west,input,1322254,220,3.966762,1814,attributed
evt_mpbg1hs0_653756,2026-05-18T16:54:00Z,,,unknown,m_claude_haiku,anthropic,staging,us-west,input,3143082,524,2.514466,,unknown
evt_mpb0w85c_666059,2026-05-18T09:50:00Z,C_00010,svc_annotation_api,user_token,m_gpt5_mini,openai,prod,apac,input,2373925,396,1.186963,1862,attributed
evt_mpam18w0_106054,2026-05-18T02:54:00Z,C_00016,svc_batch_grader,batch_job,m_gpt5_mini,openai,prod,us-west,input,754121,126,0.377061,1992,attributed
evt_mpb07sio_817048,2026-05-18T09:31:00Z,C_00018,svc_annotation_api,backend_service,m_gemini_pro,google,prod,us-east,output,2698681,1799,28.336151,610,attributed
evt_mpbjoo00_156159,2026-05-18T18:36:00Z,C_00001,svc_sourcing,web_app,m_gpt5_mini,openai,staging,apac,cache_read,12664859,2111,0.633243,255,attributed
evt_mpbffmqo_463499,2026-05-18T16:37:00Z,C_00035,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,us-east,cache_write,1532735,255,5.747756,2369,attributed
evt_mpazr2o0_933454,2026-05-18T09:18:00Z,C_00030,svc_playground,web_app,m_gpt5_mini,openai,prod,apac,input,7026402,1171,3.513201,1593,attributed
evt_mpb9m0g0_461389,2026-05-18T13:54:00Z,C_00030,svc_ingest,backend_service,m_gpt5_mini,openai,prod,apac,input,4580683,763,2.290342,638,partial
evt_mpbiwdhc_546692,2026-05-18T18:14:00Z,C_00018,svc_search,backend_service,m_claude_opus,anthropic,prod,us-east,input,4610965,768,69.164475,1816,attributed
evt_mpb6czhc_969064,2026-05-18T12:23:00Z,C_00015,svc_sourcing,web_app,m_gemini_pro,google,staging,us-east,input,2235591,373,7.824569,2653,attributed
evt_mpati0tc_568769,2026-05-18T06:23:00Z,C_00040,svc_trajectory_runner,user_token,m_llama3_70b,meta,prod,us-west,output,829533,553,0.580673,749,attributed
evt_mpb81feo_603439,2026-05-18T13:10:00Z,C_00021,svc_batch_grader,batch_job,m_claude_opus,anthropic,staging,us-east,input,15832504,2639,237.48756,2688,partial
evt_mpbpakio_900128,2026-05-18T21:13:00Z,C_00029,svc_trajectory_runner,backend_service,m_llama3_70b,meta,dev,eu,cache_read,4638064,773,0.278284,605,attributed
evt_mparaag0_625277,2026-05-18T05:21:00Z,C_00029,svc_batch_grader,batch_job,m_claude_opus,anthropic,prod,eu,output,493753,329,37.031475,10876,partial
evt_mpb9m0g0_968780,2026-05-18T13:54:00Z,C_00015,svc_trajectory_runner,backend_service,m_gemini_pro,google,staging,us-east,output,723641,482,7.598231,315,partial
evt_mpb8fko0_401230,2026-05-18T13:21:00Z,,,unknown,m_llama3_70b,meta,prod,eu,output,460442,307,0.322309,2702,unknown
evt_mpampoio_415361,2026-05-18T03:13:00Z,C_00007,svc_batch_grader,user_token,m_gemini_flash,google,prod,us-west,input,2273394,379,0.682018,883,attributed
evt_mpapppeo_199794,2026-05-18T04:37:00Z,C_00004,svc_sourcing,backend_service,m_claude_haiku,anthropic,prod,us-east,output,506048,337,2.024192,1822,attributed
evt_mpamn3xc_687932,2026-05-18T03:11:00Z,C_00024,svc_search,backend_service,m_claude_sonnet,anthropic,dev,us-west,input,1198679,200,3.596037,1516,attributed
evt_mpahthxc_376367,2026-05-18T00:56:00Z,C_00039,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,dev,eu,output,2492020,1661,9.96808,770,attributed
evt_mpbim340_479280,2026-05-18T18:06:00Z,C_00016,svc_voice,backend_service,m_gemini_flash,google,staging,us-west,output,2216843,1478,2.660212,276,attributed
evt_mpbcbqyo_462682,2026-05-18T15:10:00Z,C_00034,svc_eval_orchestrator,batch_job,m_claude_haiku,anthropic,prod,us-east,output,542583,362,2.170332,5456,attributed
evt_mpaw1buo_361656,2026-05-18T07:34:00Z,C_00021,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,apac,input,1724868,287,17.24868,1406,attributed
evt_mpb4r45c_554652,2026-05-18T11:38:00Z,C_00036,svc_web_app,web_app,m_claude_haiku,anthropic,prod,eu,cache_read,3384608,564,0.270769,1345,attributed
evt_mpbar5xc_120010,2026-05-18T14:26:00Z,C_00028,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,prod,eu,output,360186,240,0.720372,839,attributed
evt_mpaw56qo_915313,2026-05-18T07:37:00Z,C_00036,svc_search,backend_service,m_claude_sonnet,anthropic,prod,eu,output,294263,196,4.413945,1295,attributed
evt_mpb0ad40_442335,2026-05-18T09:33:00Z,C_00021,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,eu,output,172842,115,2.59263,10412,attributed
evt_mpb8pv1c_158191,2026-05-18T13:29:00Z,C_00017,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,apac,input,688053,115,2.064159,314,attributed
evt_mpbk08o0_281445,2026-05-18T18:45:00Z,C_00011,svc_web_app,web_app,m_gpt5_mini,openai,staging,us-east,output,74484,50,0.148968,783,attributed
evt_mpaiqxmo_616289,2026-05-18T01:22:00Z,C_00002,svc_annotation_api,backend_service,m_gemini_flash,google,dev,apac,input,11477501,1913,3.44325,525,attributed
evt_mpaixd40_219325,2026-05-18T01:27:00Z,C_00010,svc_trajectory_runner,backend_service,m_llama3_70b,meta,prod,us-west,cache_read,8460628,1410,0.507638,652,attributed
evt_mpbasg80_448434,2026-05-18T14:27:00Z,C_00040,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,us-west,cache_write,0,0,-9.301816,1322,attributed
evt_mpalyoao_334870,2026-05-18T02:52:00Z,C_00035,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,dev,eu,output,62470,42,0.12494,911,attributed
evt_mpbb6lhc_466101,2026-05-18T14:38:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-west,input,11601850,1934,34.80555,1315,unknown
evt_mpb8sfmo_357172,2026-05-18T13:31:00Z,C_00021,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,apac,input,16766606,2794,50.299818,1898,attributed
evt_mpb6kp9c_102639,2026-05-18T12:29:00Z,C_00038,svc_batch_grader,batch_job,m_claude_opus,anthropic,prod,eu,output,627584,418,47.0688,3225,attributed
evt_mpbkwe2o_377271,2026-05-18T19:10:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-east,input,1880036,313,5.640108,438,unknown
evt_mpapkk80_584369,2026-05-18T04:33:00Z,C_00009,svc_ingest,backend_service,m_gpt5_mini,openai,prod,us-east,output,1045439,697,2.090878,1593,attributed
evt_mpazw7uo_188909,2026-05-18T09:22:00Z,C_00008,svc_sourcing,backend_service,m_claude_haiku,anthropic,prod,apac,output,585945,391,2.34378,1055,attributed
evt_mparcv1c_738230,2026-05-18T05:23:00Z,C_00031,svc_web_app,web_app,m_claude_haiku,anthropic,prod,us-west,input,831701,139,0.665361,812,attributed
evt_mpak6dhc_372560,2026-05-18T02:02:00Z,C_00005,svc_batch_grader,batch_job,m_claude_opus,anthropic,prod,us-west,input,6609964,1102,99.14946,7307,attributed
evt_mpbl2tk0_734043,2026-05-18T19:15:00Z,,,unknown,m_claude_haiku,anthropic,staging,us-east,output,3041840,2028,12.16736,,unknown
evt_mpax1c5c_993617,2026-05-18T08:02:00Z,C_00011,svc_web_app,web_app,m_claude_sonnet,anthropic,staging,us-west,output,666405,444,9.996075,2330,partial
evt_mpas90g0_299780,2026-05-18T05:48:00Z,C_00020,svc_web_app,web_app,m_gpt4o,openai,prod,eu,input,7262466,1210,18.156165,1197,attributed
evt_mpbfkrxc_663646,2026-05-18T16:41:00Z,C_00011,svc_eval_orchestrator,web_app,m_gpt4o,openai,prod,us-east,cache_read,4389691,732,5.487114,874,attributed
evt_mpb7lzuo_762097,2026-05-18T12:58:00Z,,,unknown,m_claude_opus,anthropic,prod,eu,cache_read,7220258,1203,10.830387,,unknown
evt_mpar905c_412793,2026-05-18T05:20:00Z,C_00025,svc_batch_grader,batch_job,m_gemini_flash,google,staging,us-east,output,501242,334,0.60149,,attributed
evt_mpav019c_771867,2026-05-18T07:05:00Z,C_00034,svc_sourcing,backend_service,m_gpt5_mini,openai,prod,us-west,cache_read,2561441,427,0.128072,1326,attributed
evt_mpbrm5s0_232719,2026-05-18T22:18:00Z,C_00002,svc_maven_agent,backend_service,m_claude_haiku,anthropic,prod,us-east,cache_read,4877140,813,0.390171,847,attributed
evt_mpb1sdk0_670455,2026-05-18T10:15:00Z,C_00005,svc_sourcing,backend_service,m_claude_opus,anthropic,prod,eu,output,725637,484,54.422775,1262,attributed
evt_mpb5bow0_949303,2026-05-18T11:54:00Z,C_00011,svc_annotation_api,backend_service,m_mistral_large,mistral,prod,us-east,output,1240138,827,7.440828,582,attributed
